ryukyu.	86400	in	soa	a.gmoregistry.net. noc.gmoregistry.net. 1769302942 1800 900 604800 3600
pi5ufu6o1aie4av5lps48s8airliup8h.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128112104 20260121093912 45091 ryukyu. FSZnkC8InJbU/ochXrO5tjzqLReNQLdLHDZDSPG1biqsFF58zyBxT2ZGUWOi3+mNNpoOBY5yleft1m6yO1rzvZVHVXWRXor5V6NZRGzuWN+yr/NQIN3dFPF7k8OfiDD4WL87yaiQG/8OgeyRVwYl2M0GRhjpLWrcWA0YFCIUMtg=
pkil4fllg7t5safkbff77og5gmq79utq.ryukyu.	3600	in	nsec3	1 0 0 - PQBNGI9G8MG2S7B3686VSQ25CQ80K7QL NS
pkil4fllg7t5safkbff77og5gmq79utq.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129114242 20260122002813 45091 ryukyu. lO4ls9+Vd2F02Urx4SDrYqGkikSY+/s8d5mu+WAv4ve1JjgfwQ3HY8B1SL5ESgEkRdz6w7T8djp/JoFQprNKmuuj3Ry1rKn66cRlyXuGISOcbS2Fo5VG2jkNao4ecMDmek/LuI+Bybx87jI3vvMDUz7CpjXQC9NHTLSCgEbdVCg=
porn.ryukyu.	86400	in	ns	hank.ns.cloudflare.com.
porn.ryukyu.	86400	in	ns	nicole.ns.cloudflare.com.
pqbngi9g8mg2s7b3686vsq25cq80k7ql.ryukyu.	3600	in	nsec3	1 0 0 - PQV8R46SN3S0VD1CU1GJKNURROGTAHMI NS
pqbngi9g8mg2s7b3686vsq25cq80k7ql.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130205829 20260124041515 45091 ryukyu. JI/b911YIcfIb80qqhUN8e/IrCrlTFGkU8Q+/8dSGxXmbHLji3VzxxD7kR3GMluzQtIuQMQheQMMFMuAY3Jj55UL/emj2fakKI5QOw1a1aAV+R8d7PHxhV2/SJHpHMnsHmhJtQkzuR1oBVYCVAG0OUZPF/Dvsi63EEVZoxZgwDA=
pqv8r46sn3s0vd1cu1gjknurrogtahmi.ryukyu.	3600	in	nsec3	1 0 0 - PVMIJDJJFM5KO7A12NFI7LUP8P3V9DBL NS
pqv8r46sn3s0vd1cu1gjknurrogtahmi.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128215609 20260121171809 45091 ryukyu. B93Hn2fqWPnYIWuWVuxDDBBCBHGuFWlCGtPNh3E2Fw0jXsQ2ViG6IFZC1hNNttvjPCVmkbf/ZncwF66cArebLYXqijAOHlZBRp0R9rlF0LCssxd8p85Mu3BqgA2wVx9I8sm4WrUO8cYBcYcvqerT7UvpuwUSb5RMTBZZkLPAp2Q=
progt.ryukyu.	86400	in	ns	ns77.domaincontrol.com.
progt.ryukyu.	86400	in	ns	ns78.domaincontrol.com.
promote.ryukyu.	86400	in	ns	ns1.dns.ne.jp.
promote.ryukyu.	86400	in	ns	ns2.dns.ne.jp.
pruf.ryukyu.	86400	in	ns	dns1.registrar-servers.com.
pruf.ryukyu.	86400	in	ns	dns2.registrar-servers.com.
purapura.ryukyu.	86400	in	ns	ns11.value-domain.com.
purapura.ryukyu.	86400	in	ns	ns12.value-domain.com.
purapura.ryukyu.	86400	in	ns	ns13.value-domain.com.
pvmijdjjfm5ko7a12nfi7lup8p3v9dbl.ryukyu.	3600	in	nsec3	1 0 0 - Q47GKCI5RM52T800I7HRSVNHJFQEJH4Q NS
pvmijdjjfm5ko7a12nfi7lup8p3v9dbl.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128015754 20260120200609 45091 ryukyu. gwargSN73uqdH1j413Y2acEXQyLY91LD1b6IyNxfTcg12M1GL8XUlgD/hnsMPGBRWVhMciwgzai1RXfficyVNfeWqcVmxZWI0hkeJTU/9ERYpBp8hwI0PX2W6xhoLT4NRpTEC5Tls1rQtEg5PSyGta70RXmKICPBvB4t8/M72hE=
pwandpartners.ryukyu.	86400	in	ns	ns10.worldnic.com.
pwandpartners.ryukyu.	86400	in	ns	ns9.worldnic.com.
pwp.ryukyu.	86400	in	ns	ns45.worldnic.com.
pwp.ryukyu.	86400	in	ns	ns46.worldnic.com.
pwpartners.ryukyu.	86400	in	ns	ns83.worldnic.com.
pwpartners.ryukyu.	86400	in	ns	ns84.worldnic.com.
q47gkci5rm52t800i7hrsvnhjfqejh4q.ryukyu.	3600	in	nsec3	1 0 0 - Q4MH8B3MJAJB5QT3HFSLPQVME1QKB3GE NS
q47gkci5rm52t800i7hrsvnhjfqejh4q.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129090418 20260122022717 45091 ryukyu. VQSkT/HAHIKfNSWZMkamAuEvYXMR/ulo3yI8qnhC3HueLu2i1Da5GwQj7EVdyS7/+WUXCq8r4IVlEfIIOrjA8TRDPbdm8MmnvlBK2pSq1UHpsLkCxdfAgosqFFs3qUEpxEXf6HFCpa0INd2tk+qflyr0uMMQ2AQ9nN59cS/4CAc=
q4mh8b3mjajb5qt3hfslpqvme1qkb3ge.ryukyu.	3600	in	nsec3	1 0 0 - Q4UQUU49L0R2IMKREQP1SF8LIBIKGQ8C NS
q4mh8b3mjajb5qt3hfslpqvme1qkb3ge.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130011231 20260122222610 45091 ryukyu. MGXWhvdmfcL7xBknH1QqwXGBXS13U6/sViLZT33Y55iVSMCaQm5UDWFbwUDBAEXL/GkhVEqZHo2jkgGD8T/KVOtk8M79M2EHV+5ji2fmx4nPfyCOZe2BgijAjJ5UqKlS2Me95GXO3MBudD2BoZ2dxnf9pTF1bqg9ZEGVNirigkQ=
q4uquu49l0r2imkreqp1sf8libikgq8c.ryukyu.	3600	in	nsec3	1 0 0 - Q7L8BUVHE8RCQ653DGN7HJKU6OSITJOL NS
q4uquu49l0r2imkreqp1sf8libikgq8c.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260131063036 20260124090910 45091 ryukyu. bwzlILI3suV2Akf9S9aA6v9z+bdqwBj/wyrV2t5xiShgGLNav8W2GlsOHSpHAwOXM5DHw3l0NvZkuZjy9K1r0G0O7n4Cck7Q/RLErGT4sp8nHQ7uW2/r2c/IZlxOBRnXDuMVopdisv0tABZKmV0WqOA6rO7j0RM43ZqH9h7/apc=
q7l8buvhe8rcq653dgn7hjku6ositjol.ryukyu.	3600	in	nsec3	1 0 0 - Q9MK878HVM45P9ID27Q32SQ6QJRHCMLE NS
q7l8buvhe8rcq653dgn7hjku6ositjol.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128113813 20260121033611 45091 ryukyu. Y20AzyzTf/Nogbg0Bb0F2AwMGUpyULp7zVInZ99IBRTYSkfDiOkCKU8wrwMOFnx/LDGTAsr0oV2seZnX6wXXmv5uk+s/NtXLVA7rhpm2+28UlDU1u4S8l1+BSZJoURJQMCi8kI7REckQNKGc7l1ml7lNT6qnjs6Ve7RxuqzVxhk=
q9mk878hvm45p9id27q32sq6qjrhcmle.ryukyu.	3600	in	nsec3	1 0 0 - QC36CPESBL49UFH9LQIGOI4IVRBJJGJR NS
q9mk878hvm45p9id27q32sq6qjrhcmle.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130081942 20260123012717 45091 ryukyu. maRnGdcyBNI5JjAhQAhLjJztme6VLemffn0lK6kGUwuD01c+6sw2wXZjJSyDN0iB5hOkeaNJVFs8yAYZnPG67fMXdfr1mvK/Zpl+EFzaGFpVOolwQabVw4ViLnNaxN72NLjVttP37O5QWwtTapZA9lIqdzWHu/ib0G3iQvjf9y4=
qc36cpesbl49ufh9lqigoi4ivrbjjgjr.ryukyu.	3600	in	nsec3	1 0 0 - QFF1ROI0H1VHTL8A5CMSMM5SNO58LGR7 NS
qc36cpesbl49ufh9lqigoi4ivrbjjgjr.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129173830 20260122072113 45091 ryukyu. BXX0fRREaWQSvUKI13oUhZA1/swQ+K/ieUTNV/4ZsrQAwVq3yB2b0oi+I2UCSfwKL9P+zMGzCEr6dzSXEhPm1XUoJHRBT9OwIjCNBLrG9gPHsDdEfhjc8kt3+KjJkJK658zulti9UU0N/theQSfzft+2LW3Vzv/9wPPzb65X3B8=
qff1roi0h1vhtl8a5cmsmm5sno58lgr7.ryukyu.	3600	in	nsec3	1 0 0 - QFGM730I1U0NJ6D60S3ECJKUQCLL7NGP NS
qff1roi0h1vhtl8a5cmsmm5sno58lgr7.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130131634 20260123053221 45091 ryukyu. NAA5R206SXv2VcaJm0RWh+pYSROVZPhz/ylAG7nPPyYUQRFwO7XUjRvWphHZOAaujlWel/y+1tUrluyfFAKTPPFFBiTmIWma8SXQNWIKlFPibHFOzDCwL7l2rWiPHGKMDbPsS0omDuWHA7KTAewPbreT9qmwHRw4OcLG1kqEP70=
qfgm730i1u0nj6d60s3ecjkuqcll7ngp.ryukyu.	3600	in	nsec3	1 0 0 - QGCKVFB06H3VS4HHPOP2QTVKBBICU356 NS
qfgm730i1u0nj6d60s3ecjkuqcll7ngp.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128203118 20260122063217 45091 ryukyu. gY8+7oA5ysoRcfp48SpkpUh+mNuEiVAesFGhXKQZnoG52wz4PipnnQZ564qls3Qynq7Dvw6n42AblKREVPGKKOfWBGS3SqdKkWokRzAY8250M5meoslyQBvTKhsBgKXAS7az8obFcYSMedgK39o2KXgAyz2fdkvfvJxrqcwitEE=
qfzpwh.ryukyu.	86400	in	ns	luciane.ns.cloudflare.com.
qfzpwh.ryukyu.	86400	in	ns	merlin.ns.cloudflare.com.
qgckvfb06h3vs4hhpop2qtvkbbicu356.ryukyu.	3600	in	nsec3	1 0 0 - QIR5SLRFIAO4NG2Q27U1CSA0E3POMPCJ NS
qgckvfb06h3vs4hhpop2qtvkbbicu356.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130090528 20260123005717 45091 ryukyu. nuRKLl5Sv9SRhSha2naRFdK5CTY9M2BPGTznV6eF+rOeWQZWU/fW6P+wnJTqJF5fMGwfX8Dfrob7i3rHs70u8Tqil9oGzJEpvNnnyE1/2pu8Qzxh1f2L0NXiKaAESy6i6VmRTLLnD15nMT0nS6FMIdI3rGGh+km8p3xYSFwQ6ck=
qir5slrfiao4ng2q27u1csa0e3pompcj.ryukyu.	3600	in	nsec3	1 0 0 - QJRNH2FP8ENVTOR819V7NA4RVNSESV65 NS
qir5slrfiao4ng2q27u1csa0e3pompcj.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128193019 20260121133217 45091 ryukyu. GzYXhWV1Di0sXt4N8UEWGvQrb6PsokQiXhHH6GTfnCiQxsHN4A+SdcHJiJPvsZpCei0pSyV3Es15Z6a6FpfSzVsFU1heirRI2Ep/vpP1BJhKwIMttcL7oTaOl+ASmakKILPbwjS8/DkP1Jom408jkQStQ7zOMQWVSOrYlIUyuUs=
qjrnh2fp8envtor819v7na4rvnsesv65.ryukyu.	3600	in	nsec3	1 0 0 - QKH80L1U4MCTU3LTVQ2UVUM1LODUH4VN NS
qjrnh2fp8envtor819v7na4rvnsesv65.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129194452 20260122122714 45091 ryukyu. NQpjBy/DpJ1dRRnTPW4V4nq+kKxowLAVDFd9YSGVmJGva9/4E3LOv2psgII8QaIwTHT8okApQOp2D4Soz4TN5Pe+1wHPLn3bLK004kEK0i1tczfDZJDdiXMlX5G+9i83e3/Duw7IU7RFaj0eCN3f3V7+/10dQlywLiPaVeHcUbA=
qkh80l1u4mctu3ltvq2uvum1loduh4vn.ryukyu.	3600	in	nsec3	1 0 0 - QL7GB0MDITGPF89KO1BIVOPHLPBMMSP9 NS
qkh80l1u4mctu3ltvq2uvum1loduh4vn.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130110435 20260123190516 45091 ryukyu. OcROjb09vNUDaonRPXHdPEcepENolDvDS6RNGMwJULqlQ/CS08EKSgVbrNyFxRfGoJ3nqgVclKovd+dBnOXXB5B4J+w7fz0hwXqmjEAXfIpF5z6AhGHsYoM2tSg7ZDY9p9ZVnbgVPYl6WhxFCaPfUM3uPpUt0jFAS5V31884Lqo=
ql7gb0mditgpf89ko1bivophlpbmmsp9.ryukyu.	3600	in	nsec3	1 0 0 - QM55VUEMCB8O18O3D4LIV63J3A6P8V9U NS
ql7gb0mditgpf89ko1bivophlpbmmsp9.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129050206 20260121163309 45091 ryukyu. gD+OfttFnG2+SRFPlczG6J1dgGPHyebZ2zV/E9MYHYipba8rxwQhzLFOLfq2IVo5aOZv3+df0kb1yvTGRnDPd95E6I0prwcExc0GXPctQoGrNPTO1iwR9wQdkINt1jhKhQjBklcN61gMDuz4usL1wRg8lBiitX8KD8oyXkegD24=
qm55vuemcb8o18o3d4liv63j3a6p8v9u.ryukyu.	3600	in	nsec3	1 0 0 - QSENC05JJI157AM4LDMPDGS36JA2T2F4 NS
qm55vuemcb8o18o3d4liv63j3a6p8v9u.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128045914 20260121150608 45091 ryukyu. TwDnCGebFBDtFemB2Tm6Afl9xsy8ELf8+9ikObmGXtkzeExcjc6oJm13Ncq6pgheKPtp4XgCljc0BSFc3SIVnSaC59yB4cb1UasS5JTJ5RC+fglj7Oq9yrarJ3Th95VCUMJUEVGz5HRBo69fUjcTj4J03ouGn0bxMOqXMZ3CnXQ=
qnnbkb.ryukyu.	86400	in	ns	n1.xundns.com.
qnnbkb.ryukyu.	86400	in	ns	n2.xundns.com.
qoequa.ryukyu.	86400	in	ns	n1.xundns.com.
qoequa.ryukyu.	86400	in	ns	n2.xundns.com.
qprgbb.ryukyu.	86400	in	ns	n1.xundns.com.
qprgbb.ryukyu.	86400	in	ns	n2.xundns.com.
qq88.ryukyu.	86400	in	ns	bethany.ns.cloudflare.com.
qq88.ryukyu.	86400	in	ns	dion.ns.cloudflare.com.
qsenc05jji157am4ldmpdgs36ja2t2f4.ryukyu.	3600	in	nsec3	1 0 0 - QT3TC2AB10G7GSG2DOTF5TNKITJ7M25P NS
qsenc05jji157am4ldmpdgs36ja2t2f4.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128193106 20260122033113 45091 ryukyu. YFNv+OjgkONT9JLp3dB8qxOKr8Sxl6Ot+X8FMYxqPaEk2KwdP3zhwaoVx7kvOy4J25TwbpZI0ydvr/JqFzunzwtEpPxXKkNaxEHAurzeUvo5B4HeRkA4C7jliHt33hsS/sQ+jDPH3b9JM4z8z52Is1boMwlEckwEfpEsaAP3vbo=
qt3tc2ab10g7gsg2dotf5tnkitj7m25p.ryukyu.	3600	in	nsec3	1 0 0 - QTMAP9P8I87ABG730HA4O8F80DDJ2JBE NS
qt3tc2ab10g7gsg2dotf5tnkitj7m25p.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130002958 20260122201410 45091 ryukyu. aVicVFC1645BcuvQMZhS9HsPX8bHeSWFOcuZUmf036xavnYWkPJaImM+CX8vneOWEJml7LYP2Yp5KKJZ/Bszn8AuaobS/WgR4BHoMbKUSm6VqsHQtLKRXougj+H52sYkiZ5HRNd5dHbmZaWGyNc1WsW3dHW+lx1ZQQb8E/7YD8Y=
qtmap9p8i87abg730ha4o8f80ddj2jbe.ryukyu.	3600	in	nsec3	1 0 0 - QVAP5CT4KL5RML7LQ999L886FK0R86I7 NS
qtmap9p8i87abg730ha4o8f80ddj2jbe.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260131073538 20260123213214 45091 ryukyu. UVgSDKHa9Eyl5pcR1IMjPLrQUzpVZETNOC2yHzIZnX+ZQsnx1bXYXzxqWzsJZi0IcKbEc7ASJxwm7HKZ5ddMWPetQ229HMwhV0f6oDqoRbrq1cnW1gBx75dT7hY0O+Nwj7460cUCcuQtw5OjTCnu5njDwXe9aNHfT8RN06EV7gI=
quaein.ryukyu.	86400	in	ns	n1.xundns.com.
quaein.ryukyu.	86400	in	ns	n2.xundns.com.
qvap5ct4kl5rml7lq999l886fk0r86i7.ryukyu.	3600	in	nsec3	1 0 0 - R04IQ9KN2VCE8MBP67DMQ9JMAHTKPLTR NS
qvap5ct4kl5rml7lq999l886fk0r86i7.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129025919 20260122101515 45091 ryukyu. b3GNqSO2fxGn4TIG8XjLAtTy1ODWi4eRXFqg9oUFw9B9zqnNgR4lHt1WGYTKvM5Hnxp7LZFY1Ic3ZGpSnMhqrNIe5VFo5quQi0qOOgPb1Gus2mztiZr7C2/bX5/DLzR0aKluiLHjNu702AcNvysS2nojq++W33RmYoGBq8Psr6E=
qwdhjv34uybiudyb43u.ryukyu.	86400	in	ns	ns1650.ztomy.com.
qwdhjv34uybiudyb43u.ryukyu.	86400	in	ns	ns2650.ztomy.com.
r04iq9kn2vce8mbp67dmq9jmahtkpltr.ryukyu.	3600	in	nsec3	1 0 0 - R132893A5MA8S8P5LRP9P8NMEVVDAQ54 NS
r04iq9kn2vce8mbp67dmq9jmahtkpltr.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128172025 20260121205311 45091 ryukyu. AYE5yYdATH6ZoMRbQWetkppWxSKa+Y8p9N+dxdTUEp4DmD5LEWOM9qukM+yZCqdOICLHCzN+3NiCKE33GF7KuFrv0bJeSIyExli/mSgAd31s/MhYfxvmDBO/jL2UBi51ic+TWOStBh+OHDrtsUb3EOJsjNKNOiZNUY7+6+pm4Eg=
r132893a5ma8s8p5lrp9p8nmevvdaq54.ryukyu.	3600	in	nsec3	1 0 0 - R25BC7RVO3VQ94NNF97HELDUQ89V7M5V NS
r132893a5ma8s8p5lrp9p8nmevvdaq54.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130212123 20260124025614 45091 ryukyu. ESCSY/qY4bJYD/eiL3k5pTwLxxWl0rGPyAP9YeTlqiPfsZL3aa/M05R2Hj037AGtg5fOcraROVs3AWJHEVQQ6AjXfxHvzolWzhyXxk2R5femfgPrehCGcUTvCpW/LyFxQDdt8BG2nZIV+Kiy6ohX5LUQmRLvSa+g+N8we8OzLXI=
r25bc7rvo3vq94nnf97helduq89v7m5v.ryukyu.	3600	in	nsec3	1 0 0 - R6S9CR558T26K6B5ET5USGQL82RFUJLD NS
r25bc7rvo3vq94nnf97helduq89v7m5v.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129195719 20260122092610 45091 ryukyu. c6fdRDmCIvP/unuBPY1gQGSC8kQ1hY6z3dq+5H01V2UIWCufqFTlRZR9D0TmTuN6lziX9piXDHMi3feeicBCARxo/KhOm+YldxTomxDxfm30RIeWGsPye0aL4MFrpuUi7uwWik1y30HKDb98BxY0uxuM/LnqSZjK4aC+e2Kr/A4=
r6s9cr558t26k6b5et5usgql82rfujld.ryukyu.	3600	in	nsec3	1 0 0 - R78DJK5918LP6496ULMFO7NEFQBT36HR NS
r6s9cr558t26k6b5et5usgql82rfujld.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128080911 20260121045912 45091 ryukyu. IewuhuFkon3iuRLGrf+8vqh7ng3Pf1B5TJpcbjxtZOfvtZNnxAJzn3YiRDe3WFhAYASZqadsBlIUhmWoe3TTKtprrdJH6+gl8mmgvR/RIFkmMR98DoKI1iVUY7pnGXqcRBgnda9GX+uQKipprdjAyGx+ogbV9Lwwqwsurrc6KBI=
r78djk5918lp6496ulmfo7nefqbt36hr.ryukyu.	3600	in	nsec3	1 0 0 - R86DP2AMLM9PF6LJM0UG3NNC4LN19BE4 NS
r78djk5918lp6496ulmfo7nefqbt36hr.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129175614 20260122143516 45091 ryukyu. WAOcN2N314s9WFu+3WsuVadMM1iuqSWWJrjDz4rnZFF47q1lFfH2jZP97I22W39T5FxEQIAs3FnKS6YvyeODsRf6O8OuAuQxaANsO9M/O/DSmv70a/h0QTnnnlbsk9DAlBMYTUOKl4KwJogHHQB9hq3lfEr6affeI9NLf3sEoTM=
r86dp2amlm9pf6ljm0ug3nnc4ln19be4.ryukyu.	3600	in	nsec3	1 0 0 - R8LQ8M7BGAVG6588L25ASMMMO6FSR5UG NS
r86dp2amlm9pf6ljm0ug3nnc4ln19be4.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129032520 20260121172216 45091 ryukyu. E9VKig7ymO0fVY8BoQotjgwaRRv8VviVuybYNrn8/ZUIsCJuI1cbuSYjuIIaZ5d5xSbNq2LJC99PiSL+SvicXQsi46Xm5+0eA51HL8vP5io02CWT/CL8nppO2/qZdeU5uoeRA44E1Z5VDpc8hp4qQ5YIXVvsRzfR6BJf7gXYW1c=
r8lq8m7bgavg6588l25asmmmo6fsr5ug.ryukyu.	3600	in	nsec3	1 0 0 - R97JMNJ0B0EG5PPP76BSKM5K847K395S NS
r8lq8m7bgavg6588l25asmmmo6fsr5ug.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260127030056 20260119142209 45091 ryukyu. PCC05VQTzLyZqxY00E/9rsfcWBC4Z22Z/eLZBnmbcBudDbQ6knV/3paJ5ihMm+uSM+5D45Ksa5c2SjMz3tksK1Uim5SRPrrajSNcbpz128oW7celQD10C5mYIuBZWQZ311/BVYyUfkZq1Txl0YSA6pvrbQPiiur0Pppk/TCSUKs=
r97jmnj0b0eg5ppp76bskm5k847k395s.ryukyu.	3600	in	nsec3	1 0 0 - RA990B9LV6MFHUE0QEI5M21EO8DUKR25 NS
r97jmnj0b0eg5ppp76bskm5k847k395s.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260127172428 20260120202908 45091 ryukyu. Jz4Ojg5eU/7Vun11yAoI0CRK8USotItaiImKZ3OcofX75Oj7bB1K2h1YvpVdwNbXsQM9IQIda874Fx+tJezbIaZQoFZ6jN4WDsPW73jFV34kc0Wu1AMC0VYIE8MiZ7hHtKGMHCzW0Jo1y5Xvl3ts0D+OY3J2tnhdIMpc3AYBtmE=
ra990b9lv6mfhue0qei5m21eo8dukr25.ryukyu.	3600	in	nsec3	1 0 0 - RBCH9HLQRB4FTB62AJEICI7N553JQJOK NS
ra990b9lv6mfhue0qei5m21eo8dukr25.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260131104057 20260124143710 45091 ryukyu. fFLHqaGrmQaCYHzaio+7QeqDfS15xJ6PaZRLRctKj3kNBLvC+/i6x3YIOjb8Xl++CX8GcETBXKnPg50yd/mtTQ+yJ82vpYufv779bXi+woZIHBSNLxSgKz5RvN2ptf5l3HbrS8bvQdanDC7rpVbh0S2Brr9zTYlSRYZHC6UCE94=
rakuten.ryukyu.	86400	in	ns	nsgbr.comlaude.co.uk.
rakuten.ryukyu.	86400	in	ns	nssui.comlaude.ch.
rakuten.ryukyu.	86400	in	ns	nsusa.comlaude.net.
rbc.ryukyu.	86400	in	ns	01.dnsv.jp.
rbc.ryukyu.	86400	in	ns	02.dnsv.jp.
rbc.ryukyu.	86400	in	ns	03.dnsv.jp.
rbc.ryukyu.	86400	in	ns	04.dnsv.jp.
rbch9hlqrb4ftb62ajeici7n553jqjok.ryukyu.	3600	in	nsec3	1 0 0 - RE5AEII225T9TAHJ2NU7F0918RPMGRON NS
rbch9hlqrb4ftb62ajeici7n553jqjok.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129220325 20260122212610 45091 ryukyu. Hm8fuoP2snf2BgC/6BNcaYmPA3POk5ad0sXtk+ko9tC1Z+/u5+wX/dS6IAKdoQ8UAgXN1NmcJZQHSt2oZhGX0W7opI/pzjPwWSkcbzm+UZpR5H+h3UM+94h50I72a3VCcSfyG6VodViLb0Mfpq/8MMrfUT2xJXjbZBZIxV3I+jI=
re5aeii225t9tahj2nu7f0918rpmgron.ryukyu.	3600	in	nsec3	1 0 0 - RE8F95TP2V4IRFGC45L245PHQ2C9GI1D NS
re5aeii225t9tahj2nu7f0918rpmgron.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128205052 20260121143608 45091 ryukyu. h5cnLS+DTSF/GFLR0lbZfK1XmPeptMB8WuUrwYExIKRv6/7wgch/MKx8Axdyr9MVHyptZXLY0UaPNJW94e6FtIM6Dl4fMVCqnHD/3zjkSa+GMOM1gEJusLl/G4ist973Seomxr/ldqssajd7+lUDsxvyW76gelVeRzwp/1EBSt0=
re8f95tp2v4irfgc45l245phq2c9gi1d.ryukyu.	3600	in	nsec3	1 0 0 - RENDTD0H3BN0HHLLNEI18TN1KA0FAMEA NS
re8f95tp2v4irfgc45l245phq2c9gi1d.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260131055254 20260123205417 45091 ryukyu. bm//54Si9o7A8fZyBBehAmLdI9110rr/ghFk2NXXjQQFfWBjofJgqxcHu7b38n8iwQrTODtzFpTsPaRDk6zRX4NKnpOqvlbqubk1l+KweYMB8Dc+undIWWSmscp5WeJXyPBNrUdz7+97PbNSbhr1mhFLggiQdjD7WI+NwWGHNOw=
rebellion.ryukyu.	86400	in	ns	uns01.lolipop.jp.
rebellion.ryukyu.	86400	in	ns	uns02.lolipop.jp.
reco.ryukyu.	86400	in	ns	01.dnsv.jp.
reco.ryukyu.	86400	in	ns	02.dnsv.jp.
reco.ryukyu.	86400	in	ns	03.dnsv.jp.
reco.ryukyu.	86400	in	ns	04.dnsv.jp.
red.ryukyu.	86400	in	ns	ns13.jimdo.com.
red.ryukyu.	86400	in	ns	ns14.jimdo.com.
red88.ryukyu.	86400	in	ns	ns77.domaincontrol.com.
red88.ryukyu.	86400	in	ns	ns78.domaincontrol.com.
reds.ryukyu.	86400	in	ns	dns1.onamae.com.
reds.ryukyu.	86400	in	ns	dns2.onamae.com.
rendtd0h3bn0hhllnei18tn1ka0famea.ryukyu.	3600	in	nsec3	1 0 0 - RH6GT5NN0PDFS403MTUEKT3TPFQVVH0F NS
rendtd0h3bn0hhllnei18tn1ka0famea.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128171011 20260121213811 45091 ryukyu. gRe39C8LISFIgA/nt6RASSSqOSMZ/CvNd1Xhw7ubaW5K/fiQIWMXSVASHkCHd2h5gQZuXqZnmHRE/XzFdQSll965nHchZV0S5WyTLU0aYNanNe176h6EEJLvQAslHtF+9BdNjmcGvKEse4K23NkHsDcIvM9B1v2Btb9WE9CAtnA=
restart.ryukyu.	86400	in	ns	ns-a1.conoha.io.
restart.ryukyu.	86400	in	ns	ns-a2.conoha.io.
restart.ryukyu.	86400	in	ns	ns-a3.conoha.io.
revinate.ryukyu.	86400	in	ns	ns75.domaincontrol.com.
revinate.ryukyu.	86400	in	ns	ns76.domaincontrol.com.
rfa.ryukyu.	86400	in	ns	dns01.muumuu-domain.com.
rfa.ryukyu.	86400	in	ns	dns02.muumuu-domain.com.
rgtyhp.ryukyu.	86400	in	ns	n1.xundns.com.
rgtyhp.ryukyu.	86400	in	ns	n2.xundns.com.
rh6gt5nn0pdfs403mtuekt3tpfqvvh0f.ryukyu.	3600	in	nsec3	1 0 0 - RHLI7A1RQ3KN3AT21MV781GPP44P9381 NS
rh6gt5nn0pdfs403mtuekt3tpfqvvh0f.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260131154920 20260124040015 45091 ryukyu. ZOGITHrvec09SGRH+bCWZInh89lLv7uMjYVJ+OSBnt1TLZ1f6R7YFO3hwVp8Vh7YsUKhXpyqTq1dNwUfOJpaIELWH7obp1yeycfaBCzgJiiGf64CnPC4poC1CVqffD/NeSEci/esA5QksqtT3AIIq/WnFWQWXrY2od5AghKtNSo=
